index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,school_holiday,state_holiday_0,state_holiday_a,state_holiday_b,state_holiday_c,sales
92512,1014,2,24/03/2015,1476,1,0,0,True,False,False,False,11902.426
565163,487,2,04/11/2014,737,1,1,0,True,False,False,False,7880.49
500246,427,3,13/02/2013,701,1,0,1,True,False,False,False,6337.3584
223708,254,5,14/11/2014,282,1,1,0,True,False,False,False,3227.5525
555732,43,5,31/01/2014,710,1,0,0,True,False,False,False,6012.9673
654150,1074,2,09/06/2015,421,1,0,0,True,False,False,False,4068.403
558350,549,6,29/06/2013,380,1,0,0,True,False,False,False,3756.2302
52167,1095,2,08/01/2013,720,1,1,0,True,False,False,False,5968.5425
296981,295,1,28/10/2013,612,1,0,1,True,False,False,False,4838.1978
332143,319,1,14/10/2013,863,1,0,1,True,False,False,False,7517.0195
426553,1002,4,10/04/2014,642,1,0,0,True,False,False,False,4967.6377
481847,448,6,06/12/2014,544,1,0,0,True,False,False,False,5928.8877
100496,527,2,03/09/2013,1046,1,0,1,True,False,False,False,9693.142
706377,255,5,12/04/2013,652,1,1,0,True,False,False,False,6071.4043
599169,581,5,04/07/2014,651,1,1,0,True,False,False,False,6247.886
55294,185,6,05/01/2013,550,1,0,0,True,False,False,False,5818.957
218737,244,6,22/11/2014,538,1,0,0,True,False,False,False,5024.15
266706,1082,6,05/01/2013,877,1,0,0,True,False,False,False,8005.663
441953,216,5,20/03/2015,837,1,1,0,True,False,False,False,7818.647
127184,350,4,05/03/2015,508,1,1,0,True,False,False,False,6209.1865
312223,748,1,31/03/2014,822,1,1,0,True,False,False,False,9914.071
583377,718,1,08/12/2014,962,1,0,0,True,False,False,False,7943.2134
523743,739,5,21/02/2014,789,1,1,0,True,False,False,False,8659.295
476775,614,7,21/12/2014,0,0,0,0,True,False,False,False,70.99862
620142,673,2,18/02/2014,615,1,1,0,True,False,False,False,7142.3516
460092,83,1,10/06/2013,367,1,0,0,True,False,False,False,3528.4512
169260,976,3,18/09/2013,598,1,0,0,True,False,False,False,5343.977
177084,637,6,06/04/2013,518,1,0,0,True,False,False,False,5499.402
645354,122,2,07/01/2014,714,1,1,0,True,False,False,False,6802.6523
645737,898,1,24/11/2014,1013,1,1,0,True,False,False,False,10447.751
272578,1080,4,26/06/2014,710,1,0,0,True,False,False,False,5892.2896
600374,291,1,30/03/2015,1290,1,1,0,True,False,False,False,13419.061
566038,24,4,03/01/2013,711,1,0,1,True,False,False,False,6921.596
381862,1096,7,18/08/2013,0,0,0,0,True,False,False,False,40.141197
535335,637,5,30/05/2014,860,1,0,0,True,False,False,False,9621.446
499411,1002,2,02/06/2015,850,1,1,0,True,False,False,False,7416.492
625219,666,1,10/03/2014,497,1,0,0,True,False,False,False,4840.562
61823,1089,7,24/11/2013,0,0,0,0,True,False,False,False,4.260765
653471,334,6,31/08/2013,515,1,0,0,True,False,False,False,4511.654
441789,300,6,30/08/2014,951,1,0,1,True,False,False,False,8049.312
155435,207,1,22/09/2014,1166,1,0,0,True,False,False,False,8874.545
226567,683,3,27/05/2015,854,1,0,0,True,False,False,False,6548.695
107330,1094,2,14/05/2013,394,1,1,0,True,False,False,False,4890.175
149417,700,4,09/07/2015,576,1,0,0,True,False,False,False,4793.346
191690,959,2,26/08/2014,744,1,0,0,True,False,False,False,5744.9814
146544,766,7,22/06/2014,0,0,0,0,True,False,False,False,-10.453421
383603,1011,6,08/06/2013,977,1,0,0,True,False,False,False,7941.523
452941,570,5,13/12/2013,676,1,0,0,True,False,False,False,7055.3687
629103,685,2,10/09/2013,689,1,1,0,True,False,False,False,8110.8604
30258,158,3,16/04/2014,681,1,1,1,True,False,False,False,8058.326
219501,66,5,29/05/2015,522,1,0,1,True,False,False,False,5087.6196
528607,76,2,30/07/2013,1080,1,1,0,True,False,False,False,9978.396
397525,572,3,16/10/2013,458,1,0,0,True,False,False,False,4825.369
314281,184,6,11/10/2014,510,1,0,0,True,False,False,False,5274.6655
489418,1034,5,06/12/2013,775,1,1,0,True,False,False,False,7018.265
182776,559,7,11/08/2013,0,0,0,0,True,False,False,False,-58.649963
335928,862,2,23/12/2014,1561,1,0,1,True,False,False,False,12717.915
198358,171,2,11/11/2014,962,1,1,0,True,False,False,False,8997.291
400219,33,7,07/12/2014,0,0,0,0,True,False,False,False,-32.175503
427476,936,4,27/11/2014,963,1,1,0,True,False,False,False,8089.4253
31892,948,2,18/02/2014,1682,1,1,0,True,False,False,False,7520.9424
109374,371,6,04/05/2013,551,1,0,0,True,False,False,False,6385.727
385320,242,1,05/05/2014,378,1,1,0,True,False,False,False,4584.311
517169,133,5,17/01/2014,622,1,0,0,True,False,False,False,5637.6274
369733,1031,1,15/12/2014,681,1,1,0,True,False,False,False,7169.0693
71343,850,4,07/02/2013,710,1,1,0,True,False,False,False,6675.5195
42363,860,5,05/06/2015,833,1,1,0,True,False,False,False,7464.6787
612665,836,6,06/07/2013,301,1,0,0,True,False,False,False,2401.8481
428563,965,6,30/11/2013,908,1,0,0,True,False,False,False,8190.2524
610249,1096,1,26/01/2015,763,1,1,0,True,False,False,False,6873.8076
669222,504,3,03/09/2014,836,1,1,1,True,False,False,False,7596.37
484348,230,1,30/12/2013,1327,1,0,1,True,False,False,False,13157.182
194089,826,1,02/12/2013,1170,1,1,0,True,False,False,False,11136.693
328888,975,2,30/07/2013,767,1,1,1,True,False,False,False,7775.356
485880,602,2,28/10/2014,547,1,0,1,True,False,False,False,5600.538
699868,953,5,19/09/2014,553,1,1,0,True,False,False,False,6023.2417
265929,187,6,02/11/2013,491,1,0,0,True,False,False,False,5157.595
154648,792,5,18/10/2013,599,1,0,0,True,False,False,False,5561.372
376328,1035,4,27/11/2014,744,1,1,0,True,False,False,False,6670.7417
530275,523,3,29/07/2015,1515,1,1,1,True,False,False,False,13462.494
441109,723,4,04/04/2013,461,1,0,1,True,False,False,False,4871.8184
26050,1025,7,26/05/2013,0,0,0,0,True,False,False,False,-28.518988
247671,18,7,04/01/2015,0,0,0,0,True,False,False,False,8.303356
615467,997,3,03/09/2014,378,1,1,1,True,False,False,False,4536.612
267972,400,6,05/10/2013,805,1,0,0,True,False,False,False,6994.465
22318,1047,2,09/07/2013,491,1,0,0,True,False,False,False,4817.4966
430083,819,1,02/09/2013,472,1,0,0,True,False,False,False,4866.578
510014,668,1,02/06/2014,1562,1,1,0,True,False,False,False,13351.705
343803,585,4,22/01/2015,666,1,0,0,True,False,False,False,6066.851
85161,99,1,10/03/2014,404,1,0,0,True,False,False,False,3889.1511
505852,965,6,22/11/2014,847,1,0,0,True,False,False,False,7593.5957
266131,590,4,21/02/2013,376,1,1,0,True,False,False,False,4519.462
397091,709,2,02/06/2015,1682,1,1,0,True,False,False,False,13607.765
112013,58,7,20/10/2013,0,0,0,0,True,False,False,False,48.119976
492019,409,7,09/02/2014,0,0,0,0,True,False,False,False,1.3139628
73240,850,6,04/04/2015,826,1,0,0,True,False,False,False,7271.1763
203948,1058,3,06/03/2013,737,1,1,0,True,False,False,False,7748.6177
603210,1067,7,13/04/2014,0,0,0,0,True,False,False,False,19.560764
82813,777,1,21/04/2014,0,0,0,1,False,False,True,False,-55.417362
634511,155,3,21/05/2014,632,1,1,0,True,False,False,False,7254.081
28171,598,1,29/06/2015,871,1,1,0,True,False,False,False,8615.08
198571,493,2,01/07/2014,902,1,1,0,True,False,False,False,9169.509
70073,628,7,03/08/2014,0,0,0,1,True,False,False,False,-44.509594
551321,524,1,30/12/2013,1193,1,0,1,True,False,False,False,11724.472
509286,966,4,04/04/2013,585,1,0,1,True,False,False,False,4620.6543
24413,1022,5,27/12/2013,791,1,0,1,True,False,False,False,6424.995
367168,380,3,05/03/2014,1720,1,1,0,True,False,False,False,17201.46
103724,132,3,14/01/2015,579,1,1,0,True,False,False,False,5686.353
704886,400,5,26/06/2015,999,1,0,0,True,False,False,False,8055.0024
568270,988,4,29/08/2013,790,1,1,0,True,False,False,False,6922.16
627934,906,2,19/03/2013,1476,1,1,0,True,False,False,False,14118.73
520091,1028,2,05/11/2013,689,1,1,0,True,False,False,False,6503.3667
505933,1100,6,23/03/2013,484,1,0,0,True,False,False,False,3939.726
67603,759,1,14/01/2013,607,1,0,0,True,False,False,False,4566.0923
96570,223,1,27/10/2014,716,1,0,0,True,False,False,False,6360.8086
696883,936,7,15/03/2015,0,0,0,0,True,False,False,False,-37.78292
216455,780,6,11/07/2015,341,1,0,0,True,False,False,False,3048.7334
472114,259,5,28/11/2014,2677,1,1,0,True,False,False,False,12569.907
437836,131,6,09/11/2013,582,1,0,0,True,False,False,False,5668.728
467331,251,3,28/01/2015,2241,1,1,0,True,False,False,False,18951.959
423483,1079,6,17/01/2015,517,1,0,0,True,False,False,False,5129.084
533535,1003,3,05/03/2014,1029,1,1,0,True,False,False,False,8347.0625
82465,980,4,05/09/2013,450,1,0,0,True,False,False,False,4436.8037
245480,654,2,27/01/2015,766,1,1,0,True,False,False,False,7758.26
155723,966,4,25/07/2013,517,1,0,1,True,False,False,False,4119.5107
167485,1020,1,22/09/2014,929,1,0,0,True,False,False,False,6924.993
574217,969,3,19/03/2014,610,1,1,0,True,False,False,False,4532.938
307718,1038,2,07/04/2015,490,1,0,1,True,False,False,False,4739.12
250666,516,3,09/07/2014,453,1,0,1,True,False,False,False,4325.5815
233447,733,1,14/01/2013,3171,1,0,0,True,False,False,False,13955.004
9408,595,6,31/05/2014,1881,1,0,0,True,False,False,False,15387.418
532318,260,3,16/07/2014,962,1,1,1,True,False,False,False,9087.613
213221,768,6,02/02/2013,1251,1,0,0,True,False,False,False,11507.017
149118,940,1,14/01/2013,627,1,0,0,True,False,False,False,6058.153
643815,364,4,27/06/2013,563,1,0,0,True,False,False,False,4736.198
205464,506,3,22/07/2015,763,1,0,1,True,False,False,False,6514.0376
172737,671,3,29/05/2013,507,1,1,1,True,False,False,False,5923.891
358803,300,6,24/01/2015,862,1,0,0,True,False,False,False,7657.549
432064,84,2,17/06/2014,1563,1,1,0,True,False,False,False,15238.768
243176,219,4,07/05/2015,455,1,1,0,True,False,False,False,4089.3188
165487,934,5,22/03/2013,764,1,1,0,True,False,False,False,7411.01
206630,125,3,01/04/2015,1906,1,1,1,True,False,False,False,15450.407
380228,176,3,04/12/2013,757,1,1,0,True,False,False,False,6909.967
278339,223,2,26/11/2013,675,1,0,0,True,False,False,False,6002.361
125602,326,1,14/07/2014,429,1,1,0,True,False,False,False,5325.928
707930,339,2,27/08/2013,745,1,1,0,True,False,False,False,7650.1484
647013,872,3,08/04/2015,659,1,0,1,True,False,False,False,6389.969
404917,579,7,23/11/2014,0,0,0,0,True,False,False,False,-74.62509
607690,974,5,28/02/2014,1599,1,0,0,True,False,False,False,11547.02
63394,979,7,12/04/2015,0,0,0,0,True,False,False,False,7.719227
334403,880,3,04/06/2014,806,1,1,0,True,False,False,False,7086.194
440195,910,7,31/03/2013,0,0,0,0,True,False,False,False,32.29563
87636,1084,6,04/07/2015,614,1,0,0,True,False,False,False,5435.9644
189540,92,5,12/06/2015,453,1,0,0,True,False,False,False,4429.975
18218,14,6,20/06/2015,402,1,0,0,True,False,False,False,3654.6702
396021,587,1,30/12/2013,960,1,0,1,True,False,False,False,7660.2246
442052,230,4,24/10/2013,856,1,1,0,True,False,False,False,8546.751
397202,689,6,15/03/2014,589,1,0,0,True,False,False,False,5783.7847
251121,599,1,13/05/2013,1096,1,1,0,True,False,False,False,11466.115
463013,596,7,22/12/2013,0,0,0,0,True,False,False,False,-48.478165
655331,576,1,11/03/2013,749,1,0,0,True,False,False,False,5974.4165
327407,141,4,26/06/2014,493,1,0,0,True,False,False,False,4423.1733
355157,751,1,21/04/2014,0,0,0,1,False,False,True,False,1.8207611
654124,877,5,01/03/2013,925,1,0,0,True,False,False,False,7585.11
602473,375,2,23/04/2013,948,1,1,0,True,False,False,False,9233.241
414480,230,1,08/12/2014,988,1,0,0,True,False,False,False,7773.4116
574764,545,3,22/01/2014,1087,1,1,0,True,False,False,False,11245.63
136740,1022,1,04/03/2013,1093,1,1,0,True,False,False,False,10662.453
240843,597,3,20/08/2014,756,1,1,1,True,False,False,False,6788.2393
130323,559,7,08/06/2014,0,0,0,0,True,False,False,False,-58.649963
688030,1024,6,18/07/2015,825,1,0,0,True,False,False,False,6608.485
43133,36,2,17/03/2015,1205,1,1,0,True,False,False,False,11303.896
172856,702,2,28/05/2013,351,1,1,1,True,False,False,False,4069.2876
446048,623,7,10/02/2013,0,0,0,0,True,False,False,False,17.503798
36534,105,4,17/10/2013,483,1,0,0,True,False,False,False,4335.5317
612801,902,2,19/11/2013,648,1,1,0,True,False,False,False,7060.47
256750,11,6,11/04/2015,786,1,0,0,True,False,False,False,6208.4546
623446,1039,5,28/06/2013,629,1,0,0,True,False,False,False,5723.39
63314,102,1,16/02/2015,1174,1,1,0,True,False,False,False,10383.69
238452,543,5,18/10/2013,175,1,0,1,True,False,False,False,1765.0505
43919,827,4,02/01/2014,1910,1,0,1,True,False,False,False,13455.579
258378,110,3,08/10/2014,647,1,1,0,True,False,False,False,6271.54
59774,945,1,05/01/2015,698,1,1,1,True,False,False,False,7989.5586
31637,582,3,12/03/2014,749,1,0,0,True,False,False,False,5785.3447
673741,554,4,16/01/2014,428,1,0,0,True,False,False,False,4183.3604
659942,486,2,08/07/2014,384,1,0,1,True,False,False,False,3582.8108
349639,637,6,15/02/2014,520,1,0,0,True,False,False,False,5518.4854
394865,806,5,31/01/2014,578,1,0,0,True,False,False,False,6589.082
255648,887,6,21/06/2014,462,1,0,0,True,False,False,False,4679.9604
379128,374,6,04/04/2015,668,1,0,0,True,False,False,False,6560.2227
540897,1025,5,04/01/2013,804,1,0,1,True,False,False,False,6028.8384
662220,638,2,06/08/2013,431,1,0,1,True,False,False,False,4474.1343
160268,123,6,09/05/2015,490,1,0,0,True,False,False,False,4274.784
654290,905,4,19/02/2015,1108,1,1,0,True,False,False,False,8909.292
599039,536,5,05/04/2013,989,1,0,1,True,False,False,False,8565.15
651027,763,7,01/02/2015,0,0,0,0,True,False,False,False,-10.453421
553569,191,6,10/08/2013,694,1,0,0,True,False,False,False,7556.701
271750,957,4,20/02/2014,948,1,1,0,True,False,False,False,8581.641
709864,268,4,04/06/2015,618,1,1,0,True,False,False,False,5287.8677
300796,654,6,07/09/2013,266,1,0,0,True,False,False,False,2435.2268
413674,612,6,07/09/2013,388,1,0,0,True,False,False,False,3979.8599
8402,747,3,27/08/2014,567,1,0,1,True,False,False,False,5487.2607
310059,656,6,18/05/2013,380,1,0,0,True,False,False,False,3367.5676
319105,368,5,05/04/2013,592,1,0,1,True,False,False,False,6261.237
689752,959,3,18/09/2013,552,1,0,0,True,False,False,False,4954.1465
516276,329,2,03/02/2015,708,1,1,0,True,False,False,False,7448.2905
338342,97,3,22/07/2015,535,1,0,1,True,False,False,False,4844.9395
666229,314,2,13/08/2013,661,1,1,1,True,False,False,False,7533.0386
8353,463,7,11/01/2015,0,0,0,0,True,False,False,False,-65.34211
386012,258,1,20/05/2013,0,0,0,0,False,True,False,False,58.14317
471619,283,3,13/11/2013,621,1,0,0,True,False,False,False,5305.0254
612347,556,1,15/04/2013,754,1,0,0,True,False,False,False,6056.9917
514445,388,5,24/01/2014,1211,1,1,0,True,False,False,False,11242.185
396179,67,3,03/09/2014,837,1,1,1,True,False,False,False,8930.713
590638,725,5,16/01/2015,677,1,1,0,True,False,False,False,6864.0195
683448,219,4,06/06/2013,416,1,1,0,True,False,False,False,3757.168
218062,1077,2,10/02/2015,479,1,0,0,True,False,False,False,4258.0176
706606,322,4,23/05/2013,589,1,0,0,True,False,False,False,5240.062
453487,814,3,20/02/2013,581,1,1,1,True,False,False,False,6216.9106
240904,134,7,30/06/2013,0,0,0,0,True,False,False,False,-77.00113
326681,54,4,11/07/2013,657,1,0,0,True,False,False,False,6078.3394
272937,662,5,26/04/2013,854,1,1,0,True,False,False,False,8118.8354
11415,126,7,19/04/2015,0,0,0,0,True,False,False,False,141.45068
436957,1001,6,30/11/2013,471,1,0,0,True,False,False,False,4608.077
171033,657,4,13/02/2014,598,1,0,0,True,False,False,False,5245.7466
632521,590,4,14/03/2013,319,1,0,0,True,False,False,False,3408.6658
179002,193,3,25/12/2013,0,0,0,1,False,False,False,True,-33.29743
345971,168,6,21/09/2013,465,1,0,0,True,False,False,False,4405.2397
463457,16,1,22/07/2013,839,1,0,0,True,False,False,False,6511.7075
674866,244,1,04/02/2013,738,1,1,0,True,False,False,False,7843.566
479231,545,7,08/02/2015,0,0,0,0,True,False,False,False,62.03759
369184,1032,6,19/01/2013,492,1,0,0,True,False,False,False,4732.7163
564608,290,5,31/05/2013,987,1,1,0,True,False,False,False,9129.636
421305,548,4,24/01/2013,335,1,1,0,True,False,False,False,4419.88
312789,733,1,04/08/2014,3508,1,1,1,True,False,False,False,15909.498
548456,654,4,06/06/2013,716,1,1,0,True,False,False,False,7049.898
195259,272,6,04/05/2013,377,1,0,0,True,False,False,False,3471.5166
669573,1017,3,20/03/2013,1176,1,1,0,True,False,False,False,10019.797
599293,708,2,20/05/2014,462,1,1,0,True,False,False,False,5144.012
33900,819,4,08/01/2015,454,1,1,0,True,False,False,False,5422.3457
74619,99,3,26/06/2013,372,1,0,0,True,False,False,False,3725.1396
284898,982,2,10/12/2013,710,1,0,0,True,False,False,False,6018.133
402135,683,5,03/04/2015,0,0,1,1,False,False,True,False,-570.5624
447277,194,3,16/10/2013,373,1,0,0,True,False,False,False,3789.975
588164,853,2,30/06/2015,1201,1,1,0,True,False,False,False,11877.3
456931,53,1,28/04/2014,650,1,1,1,True,False,False,False,7840.7793
221701,281,4,07/02/2013,508,1,1,0,True,False,False,False,5733.6396
535271,101,2,02/09/2014,879,1,1,0,True,False,False,False,8894.586
171677,440,5,05/06/2015,769,1,1,1,True,False,False,False,6997.0503
226127,994,2,18/03/2014,435,1,1,0,True,False,False,False,5343.0957
414979,168,2,30/07/2013,930,1,1,1,True,False,False,False,8985.16
500051,48,7,27/10/2013,0,0,0,0,True,False,False,False,45.56182
329177,652,6,15/02/2014,501,1,0,0,True,False,False,False,4863.7803
541113,934,6,11/01/2014,474,1,0,0,True,False,False,False,4386.7344
124681,223,6,29/03/2014,589,1,0,0,True,False,False,False,6059.6626
284177,378,5,26/12/2014,0,0,0,1,False,False,False,True,-176.42479
90749,865,3,17/07/2013,624,1,1,0,True,False,False,False,6395.033
237894,466,5,31/01/2014,861,1,0,0,True,False,False,False,7838.136
506152,789,5,14/02/2014,546,1,0,0,True,False,False,False,4887.995
622882,61,7,07/06/2015,0,0,0,0,True,False,False,False,-55.302803
34430,765,4,19/12/2013,1068,1,1,0,True,False,False,False,11919.951
268594,673,1,23/02/2015,500,1,0,0,True,False,False,False,4974.317
368485,258,3,25/06/2014,444,1,0,0,True,False,False,False,4818.272
602478,740,3,08/10/2014,499,1,1,0,True,False,False,False,6882.3706
202788,1080,1,16/09/2013,764,1,0,0,True,False,False,False,6280.4917
675955,918,5,20/06/2014,661,1,1,0,True,False,False,False,5997.325
611958,857,6,22/06/2013,1004,1,0,0,True,False,False,False,7886.987
597571,837,1,01/07/2013,482,1,1,0,True,False,False,False,4311.291
317074,516,7,01/03/2015,0,0,0,0,True,False,False,False,-34.670506
380943,446,2,27/05/2014,505,1,0,0,True,False,False,False,4445.811
649251,835,4,30/05/2013,0,0,1,0,False,True,False,False,74.20853
386136,140,7,03/02/2013,0,0,0,0,True,False,False,False,-35.273167
411910,207,3,14/08/2013,1584,1,1,0,True,False,False,False,14550.297
119756,961,4,29/01/2015,668,1,1,0,True,False,False,False,6793.0405
251963,772,2,18/03/2014,507,1,1,0,True,False,False,False,5107.351
292719,1089,2,02/09/2014,1050,1,1,0,True,False,False,False,10997.392
77065,521,3,05/03/2014,421,1,1,0,True,False,False,False,4862.215
206967,823,5,17/01/2014,600,1,0,0,True,False,False,False,5378.711
521339,436,6,14/09/2013,426,1,0,0,True,False,False,False,3651.576
363365,483,7,09/03/2014,0,0,0,0,True,False,False,False,-62.136845
481077,215,2,25/03/2014,333,1,0,0,True,False,False,False,3405.0508
711386,109,5,29/05/2015,802,1,0,0,True,False,False,False,6631.0425
66970,858,1,16/12/2013,590,1,1,0,True,False,False,False,5803.173
435729,425,4,05/03/2015,501,1,1,0,True,False,False,False,4722.843
